572;British
573;Christian women saints
574;Theology
575; Doctrinal
576;Toleration
577;Coast Salish Indians
578;Afternoon teas
579;Manners and customs
580;Criticism
581;Convenience foods
582;In the bleak midwinter (Motion picture)
583;Broadcast journalism
584;Zanzibar
585;Construction industry
586;Curiosities and wonders
587;Algebra
588;Abstract
589;Hospitality industry
590;Humorous poetry
591;Anarchists
592;Diplomatic and consular service
593;Application software
594;Folk-rock music
595;Pastoral psychology
596;Big game hunting
597;British Columbia
598;BASIC (Computer program language)
599;Caves
600;Hebreeuse taal
601;Hypothesis
602;Harley-Davidson Sportster motorcycle
603;Purchasing
604;Jews
605;Pipelines
606;Dreams
607;Iraq
608;Jewellery making
609;Black holes (Astronomy)
610;Bridges
611; Wooden
612;Glencoe (Scotland)
613;Massacre of texas
614;Murder
615;Production management
616;Mobile home living
617;Astronautics
618;Alexander technique
619;Radicalism
620;Unicorns
621;Deeds
622;COMICS & GRAPHIC NOVELS
623;Furniture painting
624;Wyoming
625;Jacquard weaving
626;Begonias
627;Stamp collecting
628;German literature
629;Appliqu«?∂˜
630;Graphology
631;Greek letter societies
632;English imprints
633;Rosicrucians
634;Christian biography
635;Animal sounds
636;Sarawak
637;Spain
638;Latin language
639;Canon camera
640;SAT (Educational test)
641;Commerce
642;Light
643;Child abuse
644;Holiness
645;Portrait photography
646;Religion and science
647; Japanese
648;Herbs
649;PHILOSOPHY
650;Needlework
651;Prehistoric peoples
652;Novelists
653;Maps
654;Dog adoption
655;Japanese language
656;Intellectuals
657;Quant
658; Russell (Fictitious character)
659;Bed and breakfast accommodations
660;Criminal investigation
661;Crocheting
662;Botswanan fiction (English)
663;Consciousness
664;Indoor games
665;Unidentified flying objects
666;Bumppo
667; Natty (Fictitious character)
668;SOCIAL SCIENCE
669;Slot machines
670;Color in architecture
671;Espionage
672; Israeli
673;Year 2000 date conversion 
674;Currency question
675;Botany
676;Prayer
677;Performing arts
678;Blind
679;Mexican literature
680;Texas
681;Boxcar children (Fictitous characters)
682;Angels
683;National characteristics
684;Stream measurements
685;Children of presidents
686;Vision of paradise
687;Higher
688;Geology
689;Historical romance
690;Islamic music
691;Temptation
692;Christianity and other religions
693;Church year
694;Lord Supper
695;Buses
696;Buddhism
697;Children literature
698;American
699;Child rearing
700;Creation (Literary
701;artistic
702;Omega x
703;Coins as an investment
704;Brown bear
705;Actors
706;Archaeology
707;Characters and characteristics in literature
708;Tumors in children
709;Computer storage devices
710;Monastic and religious life
711;Client/server computing
712;Death row inmates
713;War stories
714;Children and death
715;Evil in literature
716;Muzzle-loading firearms.
717;Insane
718; Criminal and dangerous
719;Cura«?«Êao
720;Hockey
721;Embossing (Leather work)
722;Electronic books
723;Air pilots
724;Halfway houses
725;Contaminated sediments
726;Environmental education
727;Employees
728;Murder
729;Bateaux  Conception et construction
730;American fiction (Fictional works by one author)
731;Quilts
732;Domestic animals
733;Coins
734;Candlesticks
735;Italian language
736;Calendars
737; Scottish
738;Neapolitan mastiff
739;Denmark
740;Poker
741;Amanita muscaria
742;Quick and easy cookery
743;International agencies
744;Bible and evolution
745;Aesthetics
746;Boys
747;Collective settlements
748;Hamilton County (Ohio)
749;Radio
750;Discrimination against people with disabilities
751;Hallucinogenic drugs
752;Gluten-free diet
753;Goa (India : State)
754;Creative activities and seat work
755;Cruets
756;Biotechnology
757;Ghosts
758;Cave dwellers
759;Bibliography
760; National
761;Dwellings
762;Computer programming
763;Fear
764;Asia
765;Microsoft .NET Framework
766;Income tax deductions
767;Back Creek Valley (Frederick County
768;Social Network
769;Libraries
770;Berlin Wall
771;Berlin
772;Germany
773;Korea
774;Netherlands
775;Consumption (Economics)
776;Child care
777;Embezzlement
778;Man-woman relationships
779;Widows
780;Belize
781;Home labor
782;Marine prints
783;Philosophers
784;Avarice
785;Business writing
786;Traffic signs and signals
787;Revelation
788;Hammelburg (Germany)
789;Hymns
790;Suspension bridges
791;Jazz musicians
792;Chemistry
793;Adventure and adventurers
794;Belle River (Mich. : River)
795;Tax administration and procedure
796;Farmers
797;Brand name products
798;Vedanta
799;Chemical elements
800;Wrestlers
801;Tap dancing
802;Acrostics
803;Contract bridge
804;Computer graphics
805;Gold mines and mining
806;Occultism
807;Industries
808;Internal security
809;Babies
810;Church work with prisoners
811;Carnival
812;Demography
813;Santa Ana (Calif.)
814;Opera
815;Ace Lightning (Television program)
816;Dumaru (Steamship)
817;Functions of real variables
818;Italy
819;Corporations
820;Lawyers
821;Rotterdam (Netherlands)
822;Highway communications
823;Monographic series
824;Cultus
825; Hindu
826;Investments
827;Library catalogs
828;Estonian language
829;Capitalism
830;African elephant
831;Chess
832;Crossword puzzles
833;English poetry
834;Relativity (Physics)
835;Motion picture music
836;Gifted children
837;Kites
838;Archery
839;Cities and towns
840;Judicial process
841;Comedians
842;Gaul
843;Interpersonal communication
844;Subject headings.
845;Cancer
846;Japanese Americans
847;Christianisme - Relations - Juda«?«©sme
848;Pornography
849;Mental Disorders
850;Readers (Elementary)
851;Antiquarian booksellers
852;Meaning (Philosophy) in literature
853;AIDS (Disease)
854;Employment interviewing
855;Computer industry
856;Dakota Territory
857;Airports
858;Magic
859;Iran
860;Backache.
861;Gay men
862;Stories in rhyme
863;Clifton Forge (Va.)
864;Art and literature
865;Islam and politics
866;Baking
867;Export marketing
868;Montague (Calif.)
869;Contentment
870;Life on other planets
871;Locomotives
872;RELIGION
873;Television
874;Genealogy
875;Howell County (Mo.)
876;Infants
877;Museum directors
878;Brazilian literature
879; Secondary
880;Mass media
881;Apprentices
882;Distance education
883;Interior decoration
884;Business consultants
885;Technical writing
886;Cascading style sheets
887;Hiking
888;Tokens
889;Montana
890;Pottery
891;Caregivers
892;Catfishes
893;Art and society
894; New Zealand
895; French
896;Legal aid
897;Judges
898;Siberia (Russia)
899;Rifles
900;Sex
901;Grammar
902; Comparative and general
903;Graduate Management Admission Test
904;Amplifiers
905;Geometry
906; Solid
907;Physical education and training
908;House plants
909;Stuttering
910;Alps
911;Boer War
912; 1880-1881
913;Segregation in education
914;Conflict of laws
915;Ocean temperature
916;Nursery rhymes
917;Flying discs (Game)
918;Literature
919;Guitar
920;Amphibians
921;Sumie
922;Florida
923;Christianity and culture
924;Adirondack Mountains (N.Y.)
925;Electricity
926;Weather
927;Connecticut
928;Liberty
929;Androgyny (Psychology)
930;Printing
931;Agriculture
932;Atlantis
933;Teachers
934;Graduate Record Examination
935;Public opinion
936;Fort Davis (Tex.)
937;Autographs
938;English literature
939;Amusements
940;Dyslexia
941;Rain and rainfall
942;Fairies
943;Graphic novels
944;Golf courses
945;Aquariums
946;New Age movement
947;Cut-out craft
948;Hindustani music
949;Amharic language
950;Labor Day
951;Dutch fiction
952;American fiction
953;Christmas stories
954;Evolution
955;Immigrants
956;Computer architecture
957;Russia
958; Cable
959;Cigar industry
960;Nursing
961;Beauty
962;Alcoholics
963;Uzbeck language
964;Divorced people
965;Underwater pipelines
966;Container gardening
967;High interest-low vocabulary books
968;BUSINESS & ECONOMICS
969;Aromatherapy
970;Wizards-juvenile fiction
971; autism
972; fantasy
973; magic
974;Indiana
975;Nanjing (Jiangsu Sheng
976; China)
977;Anthropology
978;Dog shows
979;Cuba
980;Reformers
981;Dinka (African people)
982;Clothing and dress
983;Burmese language
984;Parachutes
985;Wood-engraving
986;Gifts
987; Spiritual
988;International relations
989;Baptists
990;Horse breeds
991;Board books
992;Law School Admission Test
993;Therapeutics
994; Cutaneous and external
995;Psychoanalysis and literature
996;Bolitho
997; Richard (Fictitious character)
998;Cartridges
999;Arabian horse
1000;Dragons
1001;Diary fiction
1002;Map reading
1003;NATURE
1004;Direct selling
1005;Conversion
1006;Criminals
1007;Pigeons
1008;Biographical fiction
1009;Diesel motor
1010;JUVENILE FICTION
1011;Body language
1012;Animal behavior
1013;German language
1014;Competency-based education
1015;Figure painting
1016;Obligations (Law)
1017;Hypnotism and crime
1018;Space and time
1019;Reducing diets
1020;Casserole cooking
1021;Billiards
1022;Balzic
1023; Mario (Fictitious character)
1024;Aliens
1025;Pirates
1026;Textile fabrics
1027;Political science
1028;Action figures (Toys)
1029;Dressmaking
1030; Creole
1031;Tax planning
1032;Charitable uses
1033; trusts
1034; and foundations
1035;Fund raising
1036;Rationalism
1037;Appleby
1038; John
1039; Sir (Fictitious character)
1040;Earthquake prediction
1041;Psoriasis
1042;Burgundy (France)
1043;Automobile trailers
1044;Hymn writers
1045;Hebrew literature
1046;Confederate States of America
1047;College chaplains
1048;Muslim women
1049; Southeastern
1050;Intelligence tests
1051;Cooking (Wild foods)
1052;Bereavement
1053;American drama
1054;Apocryphal books (Old Testament)
1055;Determinants
1056;Islam
1057;Love stories
1058;Rock groups
1059;Ionospheric radio wave 
1060;Brazil
1061;Food habits
1062;Children encyclopedias 
1063;Drug abuse
1064;Star Wars films
1065;Civil procedure
1066;MATHEMATICS
1067;Ecology
1068;Icelandic language
1069;Money in literature
1070;Changement social
1071;Satanism
1072;Philippines
1073;Academic libraries
1074;Archaeological surveying
1075;Railroad stories
1076;Romanicists
1077;International business enterprises
1078;New Age movement
1079;Operas
1080;Fighter pilots
1081;English
1082;Autistic children
1083;Fitchburg (Mass.)
1084;Illinois
1085;Employee motivation
1086;Adventists
1087;Reconstruction (U.S. history
1088;Korea
1089;Landlord and tenant
1090;Accordion
1091;Fishing stories
1092;UNIX (Computer file)
1093;Australia
1094;Natural theology
1095;Funny animal comic books
1096;Barbados
1097;African American women
1098;Social sciences
1099;Consumer protection
1100;Ciszek
1101;Walter J
1102;Criminal procedure
1103;Wisconsin
1104;Elocution
1105;Central
1106;Mississippi
1107;Trademarks
1108;Sailing
1109;Rest
1110;Cavalier King Charels spaniel
1111;Political scientists
1112;Students
1113;Brothers
1114;Fort Lauderdale (Fla.)
1115;Eastern question (Far East)
1116;Great Lakes (North America)
1117;Metal-work
1118;Lord's prayer
1119;Deirdre (Legendary character)
1120;Camping
1121;Character
1122;Feminist literature
1123;Cooking (Vegetables)
1124;Insurance
1125;Essays
1126;Marketing
1127;Internship programs
1128;Human experimentation in medicine
1129;Wreaths
1130; Norse
1131;Black Hills (S.D. and Wyo.)
1132;Narrow gauge railroads
1133;Civil service
1134;Arkansas River Watershed
1135;Reptiles
1136;Jerusalem
1137;Admirals
1138;Speculation
1139;Seasons
1140;Law schools
1141;Anarchism
1142;Technology and civilization
1143;Japanese
1144;Armenia (Republic)
1145;Temperature measurements
1146;Capital punishment
1147;Salvation
1148;Canadian literature
1149;Tatting
1150;Alphabets
1151;Cave diving
1152;Budgerigar
1153;Management
1154;Dendrobatidae
1155;Lusitania (Steamship)
1156;Bibliographical services
1157;Detective and mystery plays
1158;American periodicals
1159;Chemical process control
1160;Boxers (Sports)
1161;Inventors
1162;Prisoners of war
1163;Jerusalem -- three religions
1164;Geotextiles
1165;Mass
1166;Business planning
1167;Methodist Church
1168;Bible plays
1169;Burglary
1170;Economic assistance
1171;Mice
1172;Pavements
1173;Family-owned business enterprises
1174;Talking books
1175;Abandoned children
1176;Business intelligence
1177;Engineering economy
1178;Interplanetary voyages
1179;Lithuania
1180;Restaurants
1181;Heart
1182;Christian pilgrims and pilgrimages
1183;Museums
1184;Bible and science
1185;Apartheid
1186;Napoleonic Wars
1187; 1800-1815
1188;Psychological fiction
1189; Personal-Computer program
1190;Success in business
1191;Church history
1192;Chicago (Ill.)
1193;Electronic book
1194;African American
1195;CGI (Computer network protocol)
1196;Sex crimes
1197;Science fiction comic books
1198;Erotic stories
1199;Organizational change
1200;Mysticism
1201;Boots
1202;Samaritans
1203;San Gimignano (Italy)
1204;Cinematography
1205;Computer crimes
1206;Ionizing radiation
1207;Organ
1208;Desktop publishing
1209;Medical students
1210;Shipwrecks
1211;Readers (Primary)
1212;Reality television programs
1213;Fires
1214;Dance
1215;Apostles
1216;Breach of contract
1217;Mental discipline
1218;Neckties
1219;Children's stories
1220;Danish
1221;Leonberger dog
1222;Gothic fiction
1223;Iraq-Kuwait Crisis
1224; 1990-1991
1225;Equity pleading and procedure
1226;Web publishing
1227;Change
1228;Diseases
1229;Estate planning
1230;Ballads
1231;Computer security
1232;Dogmatiek
1233;Costume
1234;Existential psychotherapy
1235;Posters
1236;Amateur radio stations
1237;Impressionism
1238;Gothic language
1239;Bird watching
1240;Dictionary
1241;Erotic art
1242;Delaware
1243;Men
1244;Castles
1245;Microirrigation
1246;Harrison County (Tex.)
1247;Chivalry
1248;Brass instrument players
1249;Denson
1250; John (Fictitious character)
1251;Foster home care
1252;Gestalt therapy
1253;Ash Rock (Kan.)
1254;Philanthropists
1255;Almanacs
1256;Food
1257;Encyclopedias and dictionaries
1258;Haggadah
1259;Saint Paul (Minn.)
1260;Historiography
1261;Duplicate contract bridge
1262;Explorers
1263;Flour mills
1264;Assertiveness (Psychology)
1265;Paperbacks
1266;Brain
1267;Arab countries
1268;Pioneers
1269;Fantastic fiction
1270;Coffee Co.
1271; Ga
1272;Anthropometry
1273;Astronauts
1274;African American authors
1275;Antiques
1276;Trunks (Luggage)
1277;Inquisition
1278;Industrial management
1279;Women painters
1280;Corporate image
1281;Arkansas
1282;Hebrew language
1283;Arts and crafts movement
1284;Caldecott Medal
1285;Quiltmakers
1286;Russian literature
1287;Mathematical recreations
1288;Friendship
1289;Computation laboratories
1290;Decision making
1291;Adjustment disorders
1292;Medicine and psychology
1293;Great Smoky Mountains (N.C. and Tenn.)
1294;Ethics
1295;Misconduct in office
1296;Backpack fishing
1297;Counseling
1298;Acquisitions (Libraries)
1299;African American baseball players
1300; Scandinavian
1301;Historic sites
1302;Beauty contests
1303;Real estate investment
1304;Deerflies
1305;Lettering
1306;Birthdays
1307;Bible. N.T. Matthew
1308;Congregational churches
1309;Greene County (Pa.)
1310;Earth sciences
1311;Adult children of alcoholics
1312; Legends and stories of
1313;Amazon River
1314;Religious fiction
1315;Indian textile fabrics
1316;Bull riders
1317;Police
1318;Burlesque (Theater)
1319;Bengal (India)
1320;Building
1321;Ocean
1322;Orphanages
1323;Nigeria
1324;Evangelistic sermons
1325;Secrets
1326;Motion picture plays
1327;Knowledge
1328;Caribbean literature
1329;Electronic commerce
1330;Ballet
1331;Gospel music
1332;Fruit wines
1333;Essex County (Mass.)
1334;Cake decorating
1335;Massage
1336;Jet transports
1337;Paper
1338;Ethiopia
1339;Blade runner (Motion picture)
1340;Lattices
1341; Distributive
1342;Furniture
1343;Kidneys
1344;Bankruptcy
1345;Language arts (Elementary)
1346;Hypnotism
1347;Avignon (France)
1348;Folk dancing
1349;Prostitution
1350;Biology
1351;Human beings
1352;Tahiti
1353;Knitting
1354;Activity programs in education
1355;Chinese fiction
1356;Computer games
1357;Industrial policy
1358;Flags
1359;Spouses of clergy
1360;Singers
1361;Byzantine Empire
1362;Strategic planning
1363;Asiatic elephant
1364;Moon
1365;Motion picture authorship
1366;Animal heroes
1367;Computer networks
1368;Handloading of ammunition
1369;North Dakota
1370;Computer viruses
1371;Corporate culture
1372;Swans Island
1373;Books of hours
1374;Ethnology
1375;Gene mapping
1376;Perl (Computer program language)
1377;Abortion
1378;Preaching
1379;Jewish converts
1380;Microsoft FrontPage
1381;Running
1382;Object-oriented programming (Computer science)
1383;Electronic data processing personnel
1384;Computer drawing
1385;Infantry
1386;Aikido
1387;Natural resources
1388;Automobile racing
1389;Adult Drivers
1390;Chelsea (Dog)
1391;Mafia
1392;Hokah (Minn.)
1393;Artisans
1394;Historic buildings
1395;Audiotapes
1396;Internet
1397; 1914-1918
1398;Paris
1399;Windchimes
1400;Securities
1401;HEALTH & FITNESS
1402;Environmentalism
1403;HTML (Document markup language)
1404;Soccer managers
1405;Rice
1406;Civil rights movements
1407;Actions and defenses
1408;Gothic Mystery
1409;College administration
1410;Lay missionaries
1411;Diplomats
1412;Poets
1413;Local area networks (Computer networks)
1414;Television actors and actresses
1415;Avalon (Legendary place)
1416;Bloodstains
1417;African gray parrot
1418;Flamenco
1419;Arabian Peninsula
1420;Environmental law
1421;PHOTOGRAPHY
1422;Fasts and feasts
1423;Public speaking for women
1424;Behavioral assessment
1425;King Philip's War
1426;South Korea
1427;Carpenters squares
1428;Czech fiction
1429;Materials
1430;Indonesia
1431;Air-India Disaster
1432;1985
1433;Christian sects
1434;Fiji
1435;Bedtime
1436;ActiveX.
1437;Circus
1438;TCP/IP (Computer network protocol)
1439;Chronology
1440; Historical
1441;Booksellers and bookselling
1442;Hockey players
1443;Caste
1444;Postal service
1445;English-speaking countries
1446;Physics
1447;Chemotherapy
1448;Political fiction
1449;Fuchsia
1450;Automobile travel / United States
1451;Missions
1452;Juvenile science fiction
1453;Adoption
1454;Internet programming
1455;Linux
1456;Concentration camps
1457;Superconductivity
1458;Automobile driving
1459; Medical
1460;Daggers
1461;Microcomputers
1462;Beats (Persons)
1463;Electronics
1464;Counting
1465;Monkees (Musical group)
1466;Anamorphic art
1467;Electronic data processing
1468;Air warfare
1469;Calaveras County 
1470;Colombia
1471;Korea
1472;Sanskrit language
1473;Questions and answers.
1474;Casinos
1475;Small press books
1476;Clock and watch makers
1477;Indian children
1478;Adolescent psychology
1479;Logic puzzles
1480;Eskimos
1481;Conservative Judaism
1482;Children of migrant laborers
1483;Worry
1484;Attendance officers
1485;Inheritance and succession
1486;Reformation
1487;Isles of Shoals (Me. and N.H.)
1488;Operating systems (Computers)
1489;Grandmothers
1490;Artists books
1491;ART
1492;Motivation (Psychology)
1493;Deep diving
1494;Church
1495;Criminal psychology
1496;Cloning
1497;Southern States
1498;Cardinals
1499;African American men
1500;Microsoft Exchange server
1501; Subject
1502;Gardens
1503;Religious literature
1504;Compact discs
1505;Stage lighting
1506;COMPUTERS
1507;Crystallography
1508;Priesthood
1509;Chicago (Ill.).
1510;Ireland
1511;Capra
1512; Frank
1513;-1897
1514;C++ (Computer program language)
1515;Short stories in English - Trinidadian writers
1516; 1945- - Texts
1517;African American periodicals
1518;Space shuttles
1519;Life (Chicago)
1520;Insects
1521;Hell
1522;Boats and boating
1523;Arabic language
1524;Caribbean Area
1525;Amnesia
1526;Soccer
1527;Platen presswork
1528;Bills
1529; Legislative
1530;Goliards
1531;Freemasonry
1532;Microsoft Windows (Computer file)
1533;Adair County (Ky.)
1534;Classroom management
1535;Colloids
1536;TV guide
1537;Badgers
1538;Clasps
1539;Microsoft Access
1540;Department stores
1541;Fiction in English - Gambian writers
1542; 1960- - Texts
1543;Rain forest ecology
1544;Factories
